,City,Latitude,Longitude,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
281,Ürümqi,43.801,87.6005,79.41,27,15,16.17,CN,1592546400
282,Dourados,-22.2211,-54.8056,64.45,83,0,5.26,BR,1592546400
283,Huarmey,-10.0681,-78.1522,61.83,86,14,7.36,PE,1592546400
284,Ossora,59.2353,163.0719,60.89,62,8,5.68,RU,1592546400
285,Karasburg,-28.0167,18.75,53.56,42,0,12.17,NA,1592546400
286,Nelson Bay,-32.7167,152.15,64.8,58,20,10.74,AU,1592546400
287,Banda Aceh,5.5577,95.3222,88.14,64,56,7.76,ID,1592546400
288,Kefamenanu,-9.4467,124.4781,79.23,69,30,13.76,ID,1592546400
289,Svetlaya,46.5389,138.3297,54.28,77,55,10.09,RU,1592546400
290,Oktyabr'skiy,54.4815,53.471,60.76,62,0,10.49,RU,1592546400
291,Scarborough,54.2797,-0.4044,56.55,94,99,6.55,GB,1592546400
292,Pangnirtung,66.1451,-65.7125,36.34,81,97,1.5,CA,1592546400
293,Tapachula,14.9,-92.2833,76.28,86,100,5.39,MX,1592546400
294,Manthani,18.65,79.6667,84.11,72,100,10.6,IN,1592546400
295,Dunedin,-45.8742,170.5036,45.52,80,6,7.43,NZ,1592546400
296,Bilibino,68.0546,166.4372,77.61,26,0,12.21,RU,1592546400
297,Marsá Maţrūḩ,31.3525,27.2453,74.71,75,0,16.69,EG,1592546400
298,Riyadh,24.6877,46.7219,95.31,12,0,2.86,SA,1592546400
299,Chapais,49.7834,-74.8492,67.53,57,4,7.25,CA,1592546400
300,Kavaratti,10.5669,72.642,84.76,78,95,14.94,IN,1592546400
301,Ribeira Grande,38.5167,-28.7,64.27,90,61,10.76,PT,1592546400
302,Havøysund,70.9963,24.6622,42.39,79,87,19.44,NO,1592546400
303,Flin Flon,54.7682,-101.865,39.99,96,100,7.72,CA,1592546400
304,Methóni,36.8197,21.7049,72.55,78,0,14.65,GR,1592546400
305,Turbat,26.0023,63.044,97.3,55,53,6.2,PK,1592546400
306,Sandakan,5.8402,118.1179,86.79,74,68,5.68,MY,1592546400
307,Birnin Kebbi,12.4539,4.1975,83.43,62,77,9.84,NG,1592546400
308,Banjar,-8.19,114.9675,86.34,67,50,1.54,ID,1592546400
309,Soller,39.7662,2.7152,70.23,78,95,5.37,ES,1592546400
310,Grindavik,63.8424,-22.4338,48.92,84,87,21.05,IS,1592546400
311,Guerrero Negro,27.9769,-114.0611,63.28,83,0,15.48,MX,1592546400
312,Arrondissement de Narbonne,43.0833,2.8333,61.16,75,2,8.19,FR,1592546400
313,Kindu,-2.95,25.95,74.3,63,82,0.54,CD,1592546400
314,Rurrenabaque,-14.4413,-67.5278,74.79,82,90,0.85,BO,1592546400
315,Bilma,18.6853,12.9164,89.35,18,0,2.89,NE,1592546400
316,Lüderitz,-26.6481,15.1594,72.19,28,0,16.8,NA,1592546400
317,Sabang,5.8933,95.3214,84.72,72,59,9.73,ID,1592546400
318,Texarkana,33.4251,-94.0477,74.16,73,9,6.29,US,1592546400
319,Shimoda,34.6667,138.95,66.76,95,87,12.84,JP,1592546400
320,Dehlorān,32.6941,47.2679,101.64,11,0,4.07,IR,1592546400
321,Ekhabi,53.5102,142.9671,45.1,90,100,9.42,RU,1592546400
322,Bījār,35.8668,47.6051,76.71,23,0,1.36,IR,1592546400
323,Yuxia,34.0615,108.6291,90.19,54,97,3.71,CN,1592546400
324,Tandur,17.2333,77.5833,82.08,72,99,13.71,IN,1592546400
325,Nador,35.174,-2.9287,70.14,65,61,2.21,MA,1592546400
326,Muros,42.7762,-9.0603,55.56,88,47,4.05,ES,1592546400
327,Virginia Beach,36.8529,-75.978,68.22,87,46,7.47,US,1592546400
328,Vermilion,40.1667,-87.7506,69.12,76,50,2.64,US,1592546400
329,Ostrovnoy,68.0531,39.5131,45.57,81,100,17.69,RU,1592546400
330,College,64.8569,-147.8028,68.61,45,86,8.86,US,1592546400
331,Kodinsk,58.6881,99.1844,76.78,32,98,10.22,RU,1592546400
332,Dikson,73.5069,80.5464,32.83,97,100,13.6,RU,1592546400
333,Aksay,47.26,39.87,78.31,46,48,13.73,RU,1592546400
334,Holme,56.1138,10.1725,64.47,86,83,8.16,DK,1592546400
335,Saint-Augustin,51.226,-58.6502,52.66,91,100,11.7,CA,1592546400
336,Hrastnik,46.1461,15.0814,62.1,80,43,2.15,SI,1592546400
337,Bambanglipuro,-7.95,110.2833,83.39,73,50,18.81,ID,1592546400
338,La Seyne-sur-Mer,43.0982,5.8847,66.83,73,0,10.8,FR,1592546400
339,Gilbués,-9.8317,-45.3439,68.11,70,0,7.54,BR,1592546400
340,Mae Ramat,16.984,98.5166,78.67,87,87,2.17,TH,1592546400
341,Cooma,-36.2333,149.1333,55.36,54,24,6.58,AU,1592546400
342,Ojinaga,29.5667,-104.4167,87.28,26,12,5.46,MX,1592546400
343,Pompéu,-19.2244,-44.9353,55.04,90,8,3.22,BR,1592546400
344,Champerico,14.3,-91.9167,79.92,79,100,8.1,GT,1592546400
345,Baturaja,-4.1333,104.1667,85.17,69,97,2.59,ID,1592546400
346,Guánica,17.9716,-66.908,77.97,79,3,7.9,PR,1592546400
347,Eidfjord,60.4675,7.0719,74.64,64,89,5.03,NO,1592546400
348,Natal,-5.795,-35.2094,75.6,94,55,8.23,BR,1592546400
349,Portland,45.5234,-122.6762,68.83,56,61,3.89,US,1592546400
350,Kawalu,-7.3817,108.2082,76.15,89,98,3.27,ID,1592546400
351,Aden,12.7794,45.0367,88.16,73,13,2.77,YE,1592546400
352,Victoria Point,-27.5833,153.3,66.47,68,39,12.39,AU,1592546400
353,Kalakamati,-20.5929,27.3121,51.21,88,6,13.91,BW,1592546400
354,São João da Barra,-21.6403,-41.0511,68.14,88,60,10.31,BR,1592546400
355,Luebo,-5.35,21.4167,66.54,56,60,1.72,CD,1592546400
356,Balikpapan,-1.2675,116.8289,79.66,87,100,7.43,ID,1592546400
357,Sumbe,-11.2061,13.8437,70.88,68,0,7.07,AO,1592546400
358,Beringovskiy,63.05,179.3167,50.09,58,18,1.9,RU,1592546400
359,Ponta do Sol,32.6667,-17.1,66.25,73,11,3.42,PT,1592546400
360,Marabu,4.4148,114.0089,87.55,68,87,8.1,MY,1592546400
361,Christchurch,-43.5333,172.6333,44.65,90,97,3.83,NZ,1592546400
362,Guéret,46.1667,1.8667,50.09,99,89,4.0,FR,1592546400
363,Strezhevoy,60.7333,77.5889,50.83,54,56,15.28,RU,1592546400
364,Macao,22.2006,113.5461,87.87,73,45,13.78,MO,1592546400
365,Brownsville,25.9018,-97.4975,81.0,79,10,10.71,US,1592546400
366,Lac-Mégantic,45.5834,-70.8823,60.91,79,0,4.21,CA,1592546400
367,Asău,46.4333,26.4,63.12,87,86,3.11,RO,1592546400
368,Khasan,42.4308,130.6434,63.18,73,32,9.31,RU,1592546400
369,Laela,-8.5667,32.05,55.62,89,40,6.17,TZ,1592546400
370,Barreirinha,-2.7933,-57.07,75.52,90,57,1.52,BR,1592546400
371,Birjand,32.8663,59.2211,90.79,11,0,7.83,IR,1592546400
372,Severo-Kuril'sk,50.6789,156.125,43.99,84,98,13.35,RU,1592546400
373,Dhidhdhoo,6.8833,73.1,84.6,78,87,12.97,MV,1592546400
374,Ust'-Ilimsk,58.0006,102.6619,75.2,33,0,8.16,RU,1592546400
375,Vila,42.0304,-8.1588,46.06,96,24,1.95,PT,1592546400
376,Port Blair,11.6667,92.75,85.86,77,98,12.37,IN,1592546400
377,Codrington,-38.2667,141.9667,60.06,63,32,10.33,AU,1592546400
378,Sechelt,49.4664,-123.7694,62.24,77,79,2.37,CA,1592546400
379,Ilo,-17.6394,-71.3375,62.55,78,83,1.41,PE,1592546400
380,Mossamedes,-15.1961,12.1522,72.91,51,33,8.55,AO,1592546400
381,Yar-Sale,66.8333,70.8333,45.39,62,91,8.75,RU,1592546400
382,Isabela,6.7085,121.9711,86.14,72,87,2.59,PH,1592546400
383,Cap Malheureux,-19.9842,57.6142,72.72,73,90,25.81,MU,1592546400
384,Alta Floresta,-9.8756,-56.0861,70.9,75,43,4.88,BR,1592546400
385,Mumbwa,-14.9783,27.0619,54.05,83,0,7.05,ZM,1592546400
386,Dalbandin,28.8947,64.4101,106.84,8,0,20.38,PK,1592546400
387,Big Rapids,43.6981,-85.4837,60.21,83,1,1.36,US,1592546400
388,Camaná,-16.6228,-72.7111,62.46,79,80,4.25,PE,1592546400
389,Sechura,-5.5569,-80.8222,66.06,78,9,12.3,PE,1592546400
390,Hue,16.4667,107.6,91.6,62,53,10.51,VN,1592546400
391,Ulladulla,-35.35,150.4667,65.61,52,24,6.06,AU,1592546400
392,Ngorongoro,-3.2397,35.4875,52.66,95,84,7.34,TZ,1592546400
393,Terrace,54.5163,-128.6035,56.95,89,95,0.65,CA,1592546400
394,Narsaq,60.9167,-46.05,38.48,79,99,1.79,GL,1592546400
395,Gīdam,18.9833,81.4,87.91,67,98,9.31,IN,1592546400
396,Hasaki,35.7333,140.8333,67.96,94,87,13.82,JP,1592546400
397,Kenai,60.5544,-151.2583,51.87,74,94,16.91,US,1592546400
398,Taloda,21.5667,74.2167,93.02,59,67,15.05,IN,1592546400
399,Kuala Terengganu,5.3302,103.1408,87.82,68,59,4.61,MY,1592546400
400,Itapuranga,-15.5622,-49.9486,63.9,77,72,4.38,BR,1592546400
401,Barsovo,61.1667,73.1667,51.44,53,45,14.63,RU,1592546400
402,Balakhta,55.38,91.6,66.56,81,92,11.59,RU,1592546400
403,Weligama,5.9667,80.4167,86.77,75,21,14.99,LK,1592546400
404,Itaituba,-4.2761,-55.9836,76.86,77,57,1.5,BR,1592546400
405,Mora,11.0461,14.1401,83.62,56,94,2.73,CM,1592546400
406,Tevaitoa,-16.7833,-151.5,81.54,72,30,0.89,PF,1592546400
407,Evensk,61.95,159.2333,54.82,77,91,7.76,RU,1592546400
408,Paradise,36.0972,-115.1467,81.1,12,1,1.7,US,1592546400
409,San Rafael,-34.6177,-68.3301,50.79,47,21,13.56,AR,1592546400
410,Taoudenni,22.6783,-3.9836,95.32,17,18,13.94,ML,1592546400
411,Terekli-Mekteb,44.1671,45.8698,82.13,46,76,12.26,RU,1592546400
412,Cairns,-16.9167,145.7667,75.11,70,55,14.38,AU,1592546400
413,Lavrentiya,65.5833,-171.0,54.75,53,95,3.44,RU,1592546400
414,Vila Velha,-20.3297,-40.2925,69.62,91,14,5.55,BR,1592546400
415,Noumea,-22.2763,166.4572,72.9,75,21,13.8,NC,1592546400
416,Bahía Blanca,-38.7196,-62.2724,56.1,43,56,18.88,AR,1592546400
417,Baykit,61.67,96.37,76.33,29,93,12.44,RU,1592546400
418,Khāsh,28.2211,61.2158,93.69,12,0,3.96,IR,1592546400
419,Hambantota,6.1241,81.1185,89.65,67,17,21.88,LK,1592546400
420,Santo Antônio do Içá,-3.1022,-67.9397,73.18,97,81,1.23,BR,1592546400
421,Yefremov,53.1481,38.0992,72.12,86,61,8.5,RU,1592546400
422,Yerofey Pavlovich,53.9667,121.9667,53.17,90,100,8.81,RU,1592546400
423,Conceição das Alagoas,-19.9147,-48.3883,65.19,71,33,6.4,BR,1592546400
424,Qujing,25.4833,103.7833,76.96,73,67,12.01,CN,1592546400
425,Tianpeng,30.9866,103.9393,90.75,16,23,5.12,CN,1592546400
426,Oranjestad,12.524,-70.027,80.98,78,11,24.79,AW,1592546400
427,Mapiripán,2.8892,-72.1256,72.18,95,83,3.71,CO,1592546400
428,Salalah,17.0151,54.0924,87.6,73,80,6.22,OM,1592546400
429,Gander,48.9682,-54.5906,57.88,99,94,6.89,CA,1592546400
430,Alihe,50.5667,123.7167,71.1,52,88,7.29,CN,1592546400
431,Navrongo,10.8956,-1.0921,76.78,81,100,5.88,GH,1592546400
432,Firozpur,30.9167,74.6,112.78,22,20,12.15,IN,1592546400
433,Assiut,27.181,31.1837,76.57,46,0,13.38,EG,1592546400
434,Mbandaka,0.0487,18.2603,70.7,68,83,2.57,CD,1592546400
435,Santa Maria,-29.6842,-53.8069,65.3,82,79,1.05,BR,1592546400
436,Tiarei,-17.5333,-149.3333,80.64,79,57,4.68,PF,1592546400
437,Saint Paul,44.9444,-93.0933,68.65,91,49,7.29,US,1592546400
438,Fairview,40.8126,-73.999,68.04,90,74,4.65,US,1592546400
439,Brae,60.3964,-1.353,55.2,93,100,9.86,GB,1592546400
440,Medford,42.3265,-122.8756,69.13,53,15,0.78,US,1592546400
441,Ugoofaaru,5.6667,73.0,84.58,78,30,10.58,MV,1592546400
442,North Bend,43.4065,-124.2243,56.66,88,17,8.23,US,1592546400
443,Maningrida,-12.0667,134.2667,83.01,63,84,7.83,AU,1592546400
444,Sovetskiy,61.3614,63.5842,57.96,40,20,4.32,RU,1592546400
445,Jiblah,13.9216,44.1467,76.46,41,100,2.84,YE,1592546400
446,Berlevåg,70.8578,29.0864,42.82,79,85,26.22,NO,1592546400
447,Goundam,16.4145,-3.6708,93.7,28,97,15.35,ML,1592546400
448,Ayan,56.45,138.1667,45.61,90,79,6.04,RU,1592546400
449,Tazovsky,67.4667,78.7,45.14,60,8,11.65,RU,1592546400
450,Chifeng,42.2683,118.9636,89.64,24,2,6.15,CN,1592546400
451,Ponferrada,42.5466,-6.5962,53.1,83,9,0.29,ES,1592546400
452,Solwezi,-12.1688,26.3894,51.89,85,0,6.31,ZM,1592546400
453,Åmot,59.5714,7.9877,68.56,71,98,6.24,NO,1592546400
454,Saryg-Sep,51.5,95.6,70.29,50,64,6.2,RU,1592546400
455,Santiago,-33.4569,-70.6483,53.67,68,100,3.8,CL,1592546400
456,Saint Anthony,45.0205,-93.218,68.7,86,95,7.56,US,1592546400
457,Farkhor,37.4922,69.4036,92.05,13,0,1.79,TJ,1592546400
458,Oranjemund,-28.55,16.4333,67.35,33,0,16.82,NA,1592546400
459,Seredeyskiy,54.0507,35.2318,74.61,83,42,4.56,RU,1592546400
460,Pemba,-12.974,40.5178,73.45,86,16,14.03,MZ,1592546400
461,Vanimo,-2.6741,141.3028,85.23,67,24,6.46,PG,1592546400
462,Leningradskiy,69.3833,178.4167,45.66,59,10,6.11,RU,1592546400
463,Pervomayskiy,53.2485,40.2871,69.3,88,11,9.17,RU,1592546400
464,Viedma,-40.8135,-62.9967,56.07,52,98,16.58,AR,1592546400
465,Cedar City,37.6775,-113.0619,56.79,32,5,4.09,US,1592546400
466,Mandalgovi,45.7625,106.2708,89.08,13,90,19.13,MN,1592546400
467,Arlit,18.7369,7.3853,89.8,15,0,8.16,NE,1592546400
468,Claresholm,50.0333,-113.5852,51.64,82,87,3.38,CA,1592546400
469,Sulangan,11.1373,123.7228,82.27,68,100,4.63,PH,1592546400
470,Rāybāg,16.4833,74.7833,84.42,66,98,16.44,IN,1592546400
471,Tsiroanomandidy,-18.7667,46.0333,63.34,67,0,4.81,MG,1592546400
472,Vestmannaeyjar,63.4427,-20.2734,48.7,76,89,11.45,IS,1592546400
473,Mangrūl Pīr,20.3167,77.35,88.84,63,91,16.82,IN,1592546400
474,Lufilufi,-13.8745,-171.5986,81.41,78,86,22.75,WS,1592546400
475,Thunder Bay,48.4001,-89.3168,60.03,89,80,2.55,CA,1592546400
476,Wuwei,37.9281,102.6414,89.73,17,24,6.55,CN,1592546400
477,Yangliuqing,39.1375,116.9997,94.23,27,3,10.0,CN,1592546400
478,Tual,-5.6667,132.75,81.37,81,7,17.07,ID,1592546400
479,Zvishavane,-20.3267,30.0665,52.97,93,100,7.76,ZW,1592546400
480,Nassau,40.7507,-73.5829,67.53,93,10,5.68,US,1592546400
481,Turukhansk,65.8167,87.9833,62.17,58,95,11.81,RU,1592546400
482,Roebourne,-20.7833,117.1333,83.84,31,0,10.69,AU,1592546400
483,Padang,-0.9492,100.3543,84.85,67,89,4.92,ID,1592546400
484,Klyuchi,52.2667,79.1667,59.77,60,100,10.02,RU,1592546400
485,Half Moon Bay,37.4636,-122.4286,62.85,78,47,2.04,US,1592546400
486,Port Macquarie,-31.4333,152.9167,65.26,68,44,6.78,AU,1592546400
487,Mindelo,16.8901,-24.9804,74.44,78,10,21.05,CV,1592546400
488,Vysokogornyy,50.1167,139.15,50.29,87,100,3.24,RU,1592546400
489,Acajutla,13.5928,-89.8275,79.97,89,100,5.77,SV,1592546400
490,Tokur,53.1333,132.9,58.53,60,93,6.38,RU,1592546400
491,Madimba,-10.4,40.3333,76.23,75,20,13.71,TZ,1592546400
492,Turinskaya Sloboda,57.6232,64.3858,56.44,44,4,8.08,RU,1592546400
493,Tulum,20.2167,-87.4667,78.66,91,26,5.26,MX,1592546400
494,Sept-Îles,50.2001,-66.3821,66.02,77,20,5.12,CA,1592546400
495,Pyapon,16.2833,95.6833,82.33,81,100,5.53,MM,1592546400
496,Satānā,20.5833,74.2,86.07,67,99,14.16,IN,1592546400
497,Umluj,25.0213,37.2685,86.25,51,0,7.83,SA,1592546400
498,Nagato,34.3833,131.2,73.31,73,86,19.84,JP,1592546400
499,San Quintín,30.4833,-115.95,61.63,78,0,5.57,MX,1592546400
500,Beloha,-25.1667,45.05,68.74,72,4,18.3,MG,1592546400
501,Phenix City,32.471,-85.0008,71.42,74,35,1.32,US,1592546400
502,Caraquet,47.7941,-64.9386,76.87,55,1,8.7,CA,1592546400
503,Miramar,25.9873,-80.2323,82.51,84,56,10.54,US,1592546400
504,Kiryat Gat,31.61,34.7642,75.04,36,53,11.32,IL,1592546400
505,Micheweni,-4.9667,39.8333,80.6,72,0,16.96,TZ,1592546400
506,Khovd,48.0056,91.6419,73.27,21,89,2.57,MN,1592546400
507,Shama,33.6102,104.2852,70.11,60,87,5.86,CN,1592546400
508,Henties Bay,-22.116,14.2845,73.96,29,0,25.52,NA,1592546400
509,Ladushkin,54.5703,20.171,69.24,89,0,6.53,RU,1592546400
510,Beira,-19.8436,34.8389,64.94,91,76,12.46,MZ,1592546400
511,Udachny,66.4167,112.4,73.22,51,73,10.58,RU,1592546400
512,Inongo,-1.95,18.2667,68.77,63,45,2.77,CD,1592546400
513,Oriximiná,-1.7656,-55.8661,75.16,90,37,2.73,BR,1592546400
514,Patnanungan,14.7833,122.1833,85.03,71,76,4.5,PH,1592546400
515,Benito Juarez,19.385,-99.165,66.9,49,27,3.91,MX,1592546400
516,Nandyāl,15.4833,78.4833,91.83,52,99,15.1,IN,1592546400
517,Altay,47.8667,88.1167,72.7,34,0,11.48,CN,1592546400
518,Udarnyy,54.3409,42.8611,69.17,77,0,7.56,RU,1592546400
519,Vila Franca do Campo,37.7167,-25.4333,62.87,82,43,5.61,PT,1592546400
520,Dabakala,8.3667,-4.4333,70.14,97,100,2.77,CI,1592546400
521,Lorengau,-2.0226,147.2712,83.77,76,12,4.81,PG,1592546400
522,Forsytheganj,52.6333,29.7333,71.49,85,56,4.59,BY,1592546400
523,Mets Masrik,40.2183,45.7681,62.62,67,0,12.15,AM,1592546400
524,Mankono,8.0586,-6.1897,70.32,97,100,2.59,CI,1592546400
525,Seoul,37.5683,126.9778,87.21,43,48,2.8,KR,1592546400
526,Sangar,63.9242,127.4739,76.48,38,63,7.0,RU,1592546400
527,Santa Fe,-31.6333,-60.7,52.02,94,29,7.29,AR,1592546400
528,Quatre Cocos,-20.2078,57.7625,71.49,74,87,21.12,MU,1592546400
529,Samfya,-11.3649,29.5565,57.88,81,0,8.28,ZM,1592546400
530,Novo Aripuanã,-5.1206,-60.3797,77.32,77,79,0.85,BR,1592546400
531,Cidreira,-30.1811,-50.2056,65.35,93,42,4.59,BR,1592546400
532,Caramay,10.1815,119.236,86.81,66,100,6.96,PH,1592546400
533,Bagotville,-28.9833,153.4167,63.45,74,64,6.22,AU,1592546400
534,Kintampo,8.0563,-1.7306,69.1,99,99,3.6,GH,1592546400
535,Dingle,10.9995,122.6711,84.88,68,100,3.58,PH,1592546400
536,Aripuanã,-9.1667,-60.6333,73.26,70,24,2.35,BR,1592546400
537,Levice,48.2156,18.6071,62.74,88,99,9.19,SK,1592546400
538,Dareda,-4.2167,35.55,61.14,85,81,5.41,TZ,1592546400
539,Juegang,32.3174,121.1855,78.46,67,30,7.81,CN,1592546400
540,Price,39.5994,-110.8107,62.04,33,81,9.35,US,1592546400
541,Dolinsk,47.35,142.8,49.64,84,69,12.01,RU,1592546400
542,Sabzawār,36.2126,57.6819,89.91,14,0,9.24,IR,1592546400
543,Constantine,36.365,6.6147,69.03,70,37,3.36,DZ,1592546400
544,Kulu,39.0951,33.0799,66.36,63,61,9.66,TR,1592546400
545,Ipixuna,-1.7625,-48.8043,74.73,92,79,3.98,BR,1592546400
546,Margate,51.3813,1.3862,58.68,90,42,12.57,GB,1592546400
547,Chapada dos Guimarães,-15.4606,-55.7497,70.05,70,99,7.49,BR,1592546400
548,Yangi Marg`ilon,40.4272,71.7189,87.3,22,0,4.18,UZ,1592546400
549,Kenitra,34.261,-6.5802,65.34,75,25,2.33,MA,1592546400
550,Heishan,41.6892,122.1128,91.98,29,0,3.47,CN,1592546400
551,Chernyshevskiy,63.0128,112.4714,66.67,51,88,4.99,RU,1592546400
552,Ostrów Mazowiecka,52.8024,21.8951,69.46,84,23,7.63,PL,1592546400
553,Tongren,27.7172,109.1853,80.06,79,97,4.23,CN,1592546400
554,Korla,41.7597,86.1469,85.82,21,94,5.82,CN,1592546400
555,Lianyuan,27.6883,111.6642,80.92,82,95,1.74,CN,1592546400
556,Vicuña,-30.0319,-70.7081,58.66,49,85,4.63,CL,1592546400
557,Lahad Datu,5.0268,118.327,89.22,62,78,4.36,MY,1592546400
558,Río Gallegos,-51.6226,-69.2181,35.33,94,86,7.38,AR,1592546400
559,Flinders,-34.5833,150.8552,65.16,61,21,10.36,AU,1592546400
560,Iskateley,67.6803,53.1512,56.21,70,100,14.27,RU,1592546400
561,Tigil',57.8,158.6667,63.64,64,78,5.97,RU,1592546400
